source_page,category,code,name,sale_price,source_initial_stock,source_total_stock,import_stock,requires_review
35,Abarrotes,603,CANASTA PEQUEÑA PARA ROPA,210.0,2.0,2.0,2.0,
35,Abarrotes,603554027068,MINI CHICLE TATTOO 150 PCS,115.0,3.0,3.0,3.0,
35,Abarrotes,603554060652,Soda Bubble 24 und,4.58,0.0,0.0,0,
35,Abarrotes,604,PANA MEDIANA PROPLAS,85.0,0.0,0.0,0,
35,Abarrotes,605,ABANICO GRANDE SUPER DELUXE,1200.0,0.0,0.0,0,
35,Abarrotes,606,CORDONES,12.0,13.0,13.0,13.0,
36,Abarrotes,607,CEPILLO DE DIENTES KIDS,13.0,29.0,29.0,29.0,
36,Abarrotes,608,VANIDAD RAQUEL,85.0,0.0,0.0,0,
36,Abarrotes,608875003210,Gerber Heinz 113g,30.0,13.0,13.0,13.0,
36,Abarrotes,609,PINTURA DE LABIO BALM,35.0,4.0,4.0,4.0,
36,Abarrotes,610,CALZON LOVABLE,45.0,4.0,4.0,4.0,
36,Abarrotes,616513700889,CORTA UÑA TOENAIL CLIPPER,86.0,0.0,0.0,0,
36,Abarrotes,617,GORRO PARA NIÑO DE ALGODON,30.0,1.0,1.0,1.0,
36,Abarrotes,618,TOALLA DE BAÑO,140.0,0.0,0.0,0,
36,Abarrotes,619585103015,Toalla Humeda Bebin 40 und,35.0,0.0,0.0,0,
36,Abarrotes,619585104012,Toalla Humeda Bebin 80 Und,60.0,0.0,0.0,0,
36,Abarrotes,620,GORRA ADIDAS,120.0,0.0,0.0,0,
36,Abarrotes,622,Flor de Regalo,10.0,0.0,0.0,0,
36,Abarrotes,623,Corazon para Adornar Carton,10.0,0.0,0.0,0,
36,Abarrotes,6230214120018,PELUCHE ROSADO PEQUEÑO,230.0,0.0,0.0,0,
36,Abarrotes,6230214120070,PELUCHE ROSADO CORAZON,450.0,0.0,0.0,0,
36,Abarrotes,625,Coca Cola 250 ML,12.0,0.0,0.0,0,
36,Abarrotes,626,Coca Cola 500 ML,20.0,0.0,0.0,0,
36,Abarrotes,627,Sombrilla Alentino Pequeña,170.0,0.0,0.0,0,
36,Abarrotes,628,Cabuya Rollo Grande,14.0,50.0,50.0,50.0,
36,Abarrotes,629,Zapato Carbec Mujer,130.0,0.0,0.0,0,
36,Abarrotes,630,Chinelas de Niño Ferori,165.0,0.0,0.0,0,
36,Abarrotes,631,Lapicero Bic Clasico,5.42,195.0,195.0,195.0,
36,Abarrotes,632,Plastilina BACO,30.0,0.0,0.0,0,
36,Abarrotes,633,TAJADOR CORAZON,2.0,77.0,77.0,77.0,
37,Abarrotes,634,LAPIZ DE GRAFITO MILENIAL,4.5,0.0,0.0,0,
37,Abarrotes,634933008118,MEZCLA PARA PANCAKES 400 GR,65.0,2.0,2.0,2.0,
37,Abarrotes,636,LAPIZ DE GRAFITO AIR SCHOOL,5.0,0.0,0.0,0,
37,Abarrotes,637,"ADORNO PARA NAVIDAD (CUERDA,MECHA)",40.0,0.0,0.0,0,
37,Abarrotes,637213505215,SALCHICHAS DE VIENA 100G,45.0,0.0,0.0,0,
37,Abarrotes,63721350525,SALCHICHAS D/LAGO 150 GR,45.0,3.0,3.0,3.0,
37,Abarrotes,637364101205,Kola Shaler 354 ml,20.42,12.0,108.0,108.0,
37,Abarrotes,637364104404,kola shaler 2 litros,51.67,0.0,24.0,24.0,
37,Abarrotes,637662010056,Aceite Corona 3785 Ml,320.0,24.0,24.0,24.0,
37,Abarrotes,637662010070,Aceite Corona 1800 Ml,175.0,25.0,23.0,23.0,
37,Abarrotes,637662010087,Aceite Corona 1000 Ml,95.0,77.0,77.0,77.0,
37,Abarrotes,637662040077,ACEITE RICO 3785ML,320.0,1.0,1.0,1.0,
37,Abarrotes,637662040084,ACEITE RICO 2 LT,185.0,1.0,1.0,1.0,
37,Abarrotes,637662103499,JABON PRIMAVERA,18.0,0.0,0.0,0,
37,Abarrotes,637662109071,JABON MARFIL 340 GR,16.0,0.0,0.0,0,
37,Abarrotes,637662111289,DESINFECTANTE MULTI-USO MARFIL 450 ML,30.0,0.0,0.0,0,
37,Abarrotes,637662401205,ACEITE RICO 1000 ML,90.0,0.0,0.0,0,
37,Abarrotes,638,CRAYONES FACELA SAV,25.0,0.0,0.0,0,
37,Abarrotes,638253012435,AZUCAR DEL INGENIO 2 KG,75.0,13.0,13.0,13.0,
37,Abarrotes,638253682515,Azucar San Antonio refinada 800 Gramos,32.0,0.0,0.0,0,
37,Abarrotes,638253682690,Azucar San Antonio 2K,90.0,1.0,1.0,1.0,
37,Abarrotes,639,LAPIZ GRAFITO ALR SCHOOL,5.0,29.0,29.0,29.0,
37,Abarrotes,640,MASKING TAPE TESA,26.0,0.0,0.0,0,
37,Abarrotes,641018608354,CEPILLO PRO STYLING BRUSH,160.0,0.0,0.0,0,
38,Abarrotes,6426595232130,Cuchillo Sav Kitchen,65.0,0.0,0.0,0,
38,Abarrotes,648,Jalea Callejas 280 Gr,45.0,0.0,0.0,0,
38,Abarrotes,649,Leche Condensada 395 Gr,98.0,10.0,10.0,10.0,
38,Abarrotes,650,Achiote Grande,5.0,159.0,159.0,159.0,
38,Abarrotes,650240039331,SHAMPO VANART 600 ML,130.0,0.0,0.0,0,
38,Abarrotes,651,COMAL DE BARRO,40.0,0.0,0.0,0,
38,Abarrotes,65649719320,SOMBRA PROFUSSION,100.0,0.0,0.0,0,
38,Abarrotes,660,Cocoa dulce instantanea 200 gr,60.0,10.0,10.0,10.0,
38,Abarrotes,66075601383,QUESITRIX MEGA,200.0,59.0,57.0,57.0,
38,Abarrotes,660756013862,Mega trompeta Pizza 30 gr,200.0,10.0,10.0,10.0,
38,Abarrotes,660756015996,Gustito mega c/chile,200.0,0.0,0.0,0,
38,Abarrotes,660756016269,BueNacho Mega,200.0,57.0,57.0,57.0,
38,Abarrotes,6615361100098,CASITA DE JUGUETE SWEET HOME,245.0,0.0,0.0,0,
38,Abarrotes,663146800745,CAFE INSTANTANEO 1820 DISPENSADOR,180.0,4.0,4.0,4.0,
38,Abarrotes,66314680104,CAFE DORO,4.9,0.0,0.0,0,
38,Abarrotes,663146801094,PINOLILLO CAMPESTRE 42 GR,50.0,5.0,5.0,5.0,
38,Abarrotes,6633280006383,"AJEDRES N""3323M",170.0,0.0,0.0,0,
38,Abarrotes,667,CARNE MOLIDA DE POLLO,48.0,0.0,0.0,0,
38,Abarrotes,668,Gatorade,26.0,0.0,0.0,0,
38,Abarrotes,669,Raptor pequeño Unidad,16.0,0.0,0.0,0,
38,Abarrotes,6698087049099,ACEITE EL NORTEÑO 10 LITROS,720.0,0.0,0.0,0,
38,Abarrotes,670,Arroz Doña Maria 65%,11.8,-4.5,-4.5,0,negative_stock
38,Abarrotes,671,BOLSA ARROBERA,5.0,747.0,740.0,740.0,
38,Abarrotes,672,BOLSA PARA DESPACHAR,1.0,0.0,0.0,0,
39,Abarrotes,6725425132726,Diadema Anny Selection,85.0,0.0,0.0,0,
39,Abarrotes,673,BOLSA DE GABACHA GRANDE (GABACHON),3.0,840.0,840.0,840.0,
39,Abarrotes,67330000B3798,BOLSO PINK ROSADO,390.0,0.0,0.0,0,
39,Abarrotes,674,BOLSA DE HULE OSITO,25.0,0.0,0.0,0,
39,Abarrotes,675,TAPE SECURITA,8.0,0.0,0.0,0,
39,Abarrotes,676,Monito Tejido Niño Rayado,95.0,0.0,0.0,0,
39,Abarrotes,676796010556,GOTAS HAIR POLISHER 60 ML,150.0,0.0,0.0,0,
39,Abarrotes,676796010600,GOTAS POLISHER ALOE 177 ML,225.0,1.0,1.0,1.0,
39,Abarrotes,677585006194,CAMPESTRE 2 LTS,300.0,0.0,0.0,0,
39,Abarrotes,677585008129,GASEOSA PEPSI 355 ML UNIDAD,11.25,0.0,0.0,0,
39,Abarrotes,680,JABON SOL,26.25,242.5,230.5,230.5,
39,Abarrotes,681,CORTA UÑAS PEQUEÑOS,25.0,1.0,1.0,1.0,
39,Abarrotes,6865245513128,BOLSO PAÑALERO,560.0,1.0,1.0,1.0,
39,Abarrotes,68658100302,GALLETA POZUELO FAMILIA,85.0,0.0,0.0,0,
39,Abarrotes,687423001397,AJO MOLIDO SOL MAYA,2.92,0.0,0.0,0,
39,Abarrotes,687423017404,PIMIENTA MOLIDA SOL MAYA,2.92,0.0,0.0,0,
39,Abarrotes,687423032438,EMPANIZADOR SOL MAYA 100 GR,15.0,0.0,0.0,0,
39,Abarrotes,687424000016,ACHIOTE ESPECIES LUNA 4 ONZ,40.0,0.0,0.0,0,
39,Abarrotes,6900328563352,BILLETERAS PARA NIÑO,150.0,0.0,0.0,0,
39,Abarrotes,6901234096996,Kitchen,215.0,0.0,0.0,0,
39,Abarrotes,6902000008083,LAPICES DE COLORES JUMBO,150.0,0.0,0.0,0,
39,Abarrotes,690200008083,COLORES METACOLOR JUMBO 12 PCS,150.0,1.0,1.0,1.0,
39,Abarrotes,6902672287106,Corta cuticula,75.0,0.0,0.0,0,
39,Abarrotes,6903244957373,Papel higienico grand marshal,28.0,0.0,0.0,0,
40,Abarrotes,6903669411009,Organizador de baño,130.0,1.0,1.0,1.0,
40,Abarrotes,6908808017005,ENCENDEDOR DE COCINA,75.0,1.0,1.0,1.0,
40,Abarrotes,6910929002327,CARRO ROJO SUPER RACING,240.0,0.0,0.0,0,
40,Abarrotes,6912365405083,Rayador 9''4 SIDED,110.0,0.0,0.0,0,
40,Abarrotes,6913456789013,MUÑECA BABY (CON COCHECITO),380.0,0.0,0.0,0,
40,Abarrotes,6918099897248,LAPICEROS SHANHG,4.0,0.0,0.0,0,
40,Abarrotes,6920150016215,CEPILLO STAY BEATIFUL,100.0,0.0,0.0,0,
40,Abarrotes,6920170018572,Cucharones metálicos MEDIANOS,185.0,0.0,0.0,0,
40,Abarrotes,6920200827006,PINZA ALEJANDRA,110.0,0.0,0.0,0,
40,Abarrotes,6920210208147,TERMO AZUL,600.0,0.0,0.0,0,
40,Abarrotes,6920212920597,PINZAS METALICAS PARA COCINA,100.0,0.0,0.0,0,
40,Abarrotes,6920240802506,Tijera manicure,75.0,1.0,1.0,1.0,
40,Abarrotes,6920911698285,PEINES SHUMEIJIA,15.0,0.0,0.0,0,
40,Abarrotes,6921057397803,MUÑECA LITLE FRIENDS,220.0,0.0,0.0,0,
40,Abarrotes,6921145589806,SET DE BELLEZA BEATY,290.0,0.0,0.0,0,
40,Abarrotes,6921155017801,SET FASHION COSMETICS,200.0,0.0,0.0,0,
40,Abarrotes,6921176332808,SET PARA PULSERA,250.0,0.0,0.0,0,
40,Abarrotes,6921247801806,SET DOCTOR PLAY,150.0,0.0,0.0,0,
40,Abarrotes,6921294543803,SET MAKEUP GIRL,340.0,0.0,0.0,0,
40,Abarrotes,692129985806,SET SMALL DOCTOR,220.0,0.0,0.0,0,
40,Abarrotes,6921482532800,MUÑECA BARBY GIRL,300.0,0.0,0.0,0,
40,Abarrotes,6921489873807,CARRO AMBULANCIA,350.0,0.0,0.0,0,
40,Abarrotes,6921494229804,SET DE JUGUETES MAGICAL,380.0,0.0,0.0,0,
40,Abarrotes,6921748966110,Tinte MAGIC COLORS,130.0,1.0,1.0,1.0,
41,Abarrotes,6921758960115,TINTE PARA PELO NICOLE,85.0,0.0,0.0,0,
41,Abarrotes,69217589931061,TINTES KOOLCOLOR,130.0,0.0,0.0,0,
41,Abarrotes,6921932710505,SOMBRAS YH BEJA 18 CL,40.0,4.0,4.0,4.0,
41,Abarrotes,6921932712462,LABIAL YH BEJA COSMETICS,20.0,12.0,12.0,12.0,
41,Abarrotes,6921932720368,BRILLO LABIAL FLOWER,45.0,0.0,0.0,0,
41,Abarrotes,6921932720900,GEL PARA CEJAS YH 6 GR,110.0,0.0,0.0,0,
41,Abarrotes,6921932721457,RUBOR PERLAS YH,110.0,0.0,0.0,0,
41,Abarrotes,6921932783110,ESPONJA JH BEJA,50.0,0.0,0.0,0,
41,Abarrotes,6922235800047,POTE DE GELATINA 40 PCS,4.25,0.0,0.0,0,
41,Abarrotes,6922235800238,Marshmallows Panda 70 und,130.0,2.0,2.0,2.0,
41,Abarrotes,6922235800979,Gomita emoji dulce,180.0,0.0,0.0,0,
41,Abarrotes,6923631014229,BLUMER UO KING,55.0,0.0,0.0,0,
41,Abarrotes,6924372615966,LIP GLOSS USHAS,40.0,13.0,13.0,13.0,
41,Abarrotes,6924372620601,Eyeliner Gel,120.0,2.0,2.0,2.0,
41,Abarrotes,692437262193,SOMBRA DIAMONDS,85.0,0.0,0.0,0,
41,Abarrotes,6924372671672,USHAS Eyeliner,45.0,1.0,1.0,1.0,
41,Abarrotes,6924372693308,SET DE PINZAS USHAS,60.0,0.0,0.0,0,
41,Abarrotes,6924372694176,EYELASH CURLER USHAS,95.0,0.0,0.0,0,
41,Abarrotes,6924574370137,ENCENDEDOR COCINA FOX,125.0,1.0,1.0,1.0,
41,Abarrotes,6924574370151,ENCENDEDOR FOX,125.0,0.0,0.0,0,
41,Abarrotes,6925021119583,ENVASES TRANSPARENTES,130.0,0.0,0.0,0,
41,Abarrotes,6925799505335,Gotas Aloe Vera POLISHER 120 ml,75.0,0.0,0.0,0,
41,Abarrotes,6925871610728,Raqueta sencilla,200.0,2.0,2.0,2.0,
41,Abarrotes,692628011911,Sellador grande,110.0,13.0,13.0,13.0,
42,Abarrotes,6926641004617,set de brochas sweet beauty,150.0,2.0,2.0,2.0,
42,Abarrotes,6926641036748,KISS LOVELY MAKEUP,50.0,0.0,0.0,0,
42,Abarrotes,6927970895518,SHAMPO STAY 400 ML,125.0,0.0,0.0,0,
42,Abarrotes,6928147850804,MUÑECA FUNNY SWEETUMS,450.0,0.0,0.0,0,
42,Abarrotes,6928304810801,MUÑECA BABY CUTE,550.0,2.0,2.0,2.0,
42,Abarrotes,6928451901124,PACHA MAXI BABY,50.0,0.0,0.0,0,
42,Abarrotes,6929309001065,CONO DE DULCE ESPONJOSO,190.0,2.0,2.0,2.0,
42,Abarrotes,6929309002352,Chicles TATTOO GUM 200und,165.0,0.0,0.0,0,
42,Abarrotes,693011303583,GOTAS ALOE VERA 180 ML,100.0,0.0,0.0,0,
42,Abarrotes,6930501768113,GOTAS SUNSHINE 180 ML,110.0,0.0,0.0,0,
42,Abarrotes,6930501768182,GOTAS LUX 65 ML,75.0,0.0,0.0,0,
42,Abarrotes,6930958820129,Paste verde limpia max,7.0,37.0,35.0,35.0,
42,Abarrotes,6930958820181,PASTE VERDE DURAMAX,6.0,0.0,0.0,0,
42,Abarrotes,6930958820273,Paste verde DURANGO,85.0,3.0,3.0,3.0,
42,Abarrotes,6930998306683,Tobillera orejas MULAYA,35.0,0.0,0.0,0,
42,Abarrotes,6931028882526,BRASIEL LISA SECRET,110.0,0.0,0.0,0,
42,Abarrotes,6931043391623,Engrapadora UNIVERSAL,85.0,0.0,0.0,0,
42,Abarrotes,6931100514569,CORRECTORES TIGU,20.0,0.0,0.0,0,
42,Abarrotes,6931978100178,Gotas Alejandra 177 ml,140.0,0.0,0.0,0,
42,Abarrotes,6931978164200,Gotas Alejandra 180 ml,140.0,0.0,0.0,0,
42,Abarrotes,6931978164255,GOTAS ALEJANDRA 60 ML,90.0,1.0,1.0,1.0,
42,Abarrotes,6932177474213,CALCULADORA KADIO KD-3851B,120.0,0.0,0.0,0,
42,Abarrotes,6932177475715,CALCULADORA KADIO,280.0,0.0,0.0,0,
42,Abarrotes,6932177476033,CALCULADORA KADIO ESCRITORIO,200.0,1.0,1.0,1.0,
43,Abarrotes,693235452449,DESODORANTE ZERMAT,95.0,0.0,0.0,0,
43,Abarrotes,693235452463,DESODORANTE ZFC NICOLE 85G,110.0,0.0,0.0,0,
43,Abarrotes,693235453873,Desodorante INCONTRO Zermat 85g,110.0,0.0,0.0,0,
43,Abarrotes,693235904559,Body zermat 250ml,250.0,0.0,0.0,0,
43,Abarrotes,6933315427696,TRAILER SUPER POWER,200.0,0.0,0.0,0,
43,Abarrotes,6933315538590,Push & Go Truck,600.0,0.0,0.0,0,
43,Abarrotes,6933315538934,CARRO VOLQUETE GRANDE,270.0,0.0,0.0,0,
43,Abarrotes,6933315538941,CARRITO VOLQUETE,135.0,0.0,0.0,0,
43,Abarrotes,6933315578695,TRAILER SUPER RACER,250.0,0.0,0.0,0,
43,Abarrotes,6933315626587,GUITARRA SURPRISE,250.0,0.0,0.0,0,
43,Abarrotes,69333157737779,ACORDION MUSIC,280.0,0.0,0.0,0,
43,Abarrotes,6933315832896,FANNY GUITAR,340.0,0.0,0.0,0,
43,Abarrotes,6933315837754,UNDER CONSTRUTION,380.0,0.0,0.0,0,
43,Abarrotes,6933315837822,Let´s go adventure begins Bubble,200.0,0.0,0.0,0,
43,Abarrotes,6934219701431,BATERIA ENERGY AA,40.0,0.0,0.0,0,
43,Abarrotes,69344219701424,BATERIA ENERGY AAA,25.0,0.0,0.0,0,
43,Abarrotes,6934509408361,SET DE CUCHARAS MADERA,70.0,0.0,0.0,0,
43,Abarrotes,6935031405361,Pichel de vidrio CRAFTSMAN,230.0,0.0,0.0,0,
43,Abarrotes,6935039620353,PANA SOPERA BIG HOME,58.0,1.0,1.0,1.0,
43,Abarrotes,6935039622029,PANA SOPERA BIG HOME MEDIANA,65.0,0.0,0.0,0,
43,Abarrotes,6935039622364,Tazas blancas Big Home,40.0,0.0,0.0,0,
43,Abarrotes,6935862707290,TOBILLERAS BAI LI,45.0,0.0,0.0,0,
43,Abarrotes,6935862707979,Piecitos BAILI Finos,55.0,1.0,1.0,1.0,
43,Abarrotes,6935862732186,Tobilleras BAILI,0.0,2.0,2.0,2.0,
44,Abarrotes,6936091211053,TOBILLERA NIKE,40.0,0.0,0.0,0,
44,Abarrotes,6936097102553,SHAMPO SBOOK GOOD 200 ML,60.0,0.0,0.0,0,
44,Abarrotes,6936097102560,SHAMPO SBOOK GOOD 750 ML,85.0,0.0,0.0,0,
44,Abarrotes,6936097112361,SHAMPOO BABY MIYA 400 ML,85.0,0.0,0.0,0,
44,Abarrotes,6936097112378,SHAMPO0 BABY MIYA 800 ML,135.0,0.0,0.0,0,
44,Abarrotes,6936097130136,Shampoo Shoff Kids 300 ml,110.0,0.0,0.0,0,
44,Abarrotes,6936188004995,TABLA DE APRENDIZAJE,90.0,0.0,0.0,0,
44,Abarrotes,6936298985481,ENCRESPADOR YH BEJA,80.0,0.0,0.0,0,
44,Abarrotes,6939624309678,CEPILLO DE DIENTES MORNING FRESH,13.0,0.0,0.0,0,
44,Abarrotes,6940079103605,TAJADOR CERDITO,20.0,1.0,1.0,1.0,
44,Abarrotes,6940350922789,FOCOS RECARGABLE LY-1928,145.0,0.0,0.0,0,
44,Abarrotes,6940356148510,CEPILLO MORNINGFRESH,10.0,0.0,0.0,0,
44,Abarrotes,6940356171525,CUCHARAS METALICA YUCHANG,12.0,24.0,24.0,24.0,
44,Abarrotes,6940356207538,Cuchara metalica Stainless steel,7.5,12.0,12.0,12.0,
44,Abarrotes,6941009925045,CONSOLADORES,40.0,0.0,0.0,0,
44,Abarrotes,6941234568352,FOCO MASTERED,120.0,0.0,0.0,0,
44,Abarrotes,6941538300627,BLUMER VIVACIOUS ROSE,60.0,0.0,0.0,0,
44,Abarrotes,6943385898104,SET DE VASO DE VIDRIO LX,280.0,1.0,1.0,1.0,
44,Abarrotes,6943459510215,PLATO TABLEWARE BOUTIQUE,85.0,0.0,0.0,0,
44,Abarrotes,6943777010855,BUJIA RECARGABLE FOX 40 WATT,165.0,0.0,0.0,0,
44,Abarrotes,6943777010862,BUJIAS FOX 50 WATT,185.0,0.0,0.0,0,
44,Abarrotes,6943789080280,Pinzas de cocina,110.0,6.0,6.0,6.0,
44,Abarrotes,6943793502012,PALILLOS BAMBOO,35.0,0.0,0.0,0,
44,Abarrotes,694434348535821,Body 250ml chevalier (caballero),200.0,0.0,0.0,0,
45,Abarrotes,6944348540917,PERFUME BODY V.V LOVE 250 ML,150.0,0.0,0.0,0,
45,Abarrotes,6944485320519,PERCHERO PLASTICO,120.0,0.0,0.0,0,
45,Abarrotes,69452360140115,ESTUCHE JIN-DA,55.0,0.0,0.0,0,
45,Abarrotes,6945457201201,Tinte Para Cabello Fashion,50.0,3.0,8.0,8.0,
45,Abarrotes,6945507870166,CEPILLO ORAL NIÑO J.A.G,12.0,0.0,0.0,0,
45,Abarrotes,6945507875017,CEPILLO VINSA,20.0,0.0,0.0,0,
45,Abarrotes,6945789312644,LICUADORA ASTOR,850.0,0.0,0.0,0,
45,Abarrotes,6946370012004,CALCULADORA DM- 1200V,180.0,0.0,0.0,0,
45,Abarrotes,6946723400045,FOCOS LED,200.0,0.0,0.0,0,
45,Abarrotes,6946723411027,Raqueta fina,260.0,1.0,1.0,1.0,
45,Abarrotes,6946723412161,FOCOS TIGGER PEQUEÑOS,31.67,0.0,0.0,0,
45,Abarrotes,6946723413137,Foco descartable RF19,0.0,0.0,0.0,0,
45,Abarrotes,6946723413342,Focos recargable RF18-5001W,170.0,0.0,0.0,0,
45,Abarrotes,6946723415315,Foco recargable RF83C,250.0,0.0,0.0,0,
45,Abarrotes,6946723415735,Focos recargable RF105,250.0,0.0,0.0,0,
45,Abarrotes,6948210602185,Chicle Tarro Buble 60 ml,70.0,0.0,0.0,0,
45,Abarrotes,694899700518,ENCRESPADOR ALEJANDRA,30.0,0.0,0.0,0,
45,Abarrotes,6949427800036,PALILLOS TOOTHPICK,12.0,8.0,8.0,8.0,
45,Abarrotes,6950126104844,CORRECTOR ALFA 9ML,20.0,0.0,0.0,0,
45,Abarrotes,6950145380151,Panita Soperas Desplayadas HOMESTAR,38.0,0.0,0.0,0,
45,Abarrotes,6951011019250,Lava Plancha XIBEI,45.0,0.0,0.0,0,
45,Abarrotes,6952201506748,CUCHARAS J A G,10.0,0.0,0.0,0,
45,Abarrotes,6952938336888,HULE ANA Y ELSA,40.0,0.0,0.0,0,
45,Abarrotes,6953292513687,PLATOS BLANCO VIDRIO,75.0,12.0,12.0,12.0,
46,Abarrotes,6954232060056,Set mengmeixin,125.0,1.0,1.0,1.0,
46,Abarrotes,6954711300772,lapiz carbon shunshou,3.33,7.0,7.0,7.0,
46,Abarrotes,6954842276571,CEPILLOS TOOTHBRUSH,33.0,0.0,0.0,0,
46,Abarrotes,6955699771073,CORRECTOR MAKEUP PYW COSMETICS 6 ML,90.0,1.0,1.0,1.0,
46,Abarrotes,6956088505675,Crema corporal Royal Parya 400 ml,70.0,1.0,1.0,1.0,
46,Abarrotes,6957342989958,CARRITO SORPRESA,110.0,0.0,0.0,0,
46,Abarrotes,6958048100104,CALDERO 26 CM ALUMINIO,550.0,0.0,0.0,0,
46,Abarrotes,6959920211093,SET LAPICES GRAFITO STICH,45.0,0.0,0.0,0,
46,Abarrotes,6963456016336,PLATO BLANCO MELAMINA,65.0,0.0,0.0,0,
46,Abarrotes,6967252809468,Toalla humeda Family Wipes,70.0,0.0,0.0,0,
46,Abarrotes,6970392252865,GOTAS PELO POLISHER 60 ML,90.0,9.0,9.0,9.0,
46,Abarrotes,69703922528892,GOTAS POLISHER 180 ML,145.0,0.0,0.0,0,
46,Abarrotes,6970392253787,Gotas Every Strand,135.0,0.0,0.0,0,
46,Abarrotes,6970392253879,Body Philosophy 250 ml,150.0,0.0,0.0,0,
46,Abarrotes,6970392255538,CREMA CORPORAL XTRA CARE 591 ML,90.0,2.0,2.0,2.0,
46,Abarrotes,6970485551073,CEPILLO ORAL ADULTO,14.0,1.0,1.0,1.0,
46,Abarrotes,6970485551127,CEPILLO ORAL ADULTO J.A.G,12.0,0.0,0.0,0,
46,Abarrotes,6970619532282,Tijera Tristar 3pc,90.0,3.0,3.0,3.0,
46,Abarrotes,6970659871006,Pampers Midday Bear,510.0,2.0,2.0,2.0,
46,Abarrotes,6970659875288,Toalla humeda Midday Bear 120 PCS,75.0,13.0,13.0,13.0,
46,Abarrotes,6970828690117,BRILLOS LIPOIL,25.0,0.0,0.0,0,
46,Abarrotes,6970828693118,CORRECTOR MAKEUP FIT WE 15 ML,90.0,0.0,0.0,0,
46,Abarrotes,6970851163848,TINTE P/PELO HAPPY,100.0,0.0,0.0,0,
46,Abarrotes,6970895711173,Ojos Bubble 50 PCS 8G,2.5,321.0,321.0,321.0,
47,Abarrotes,6970927912295,JABONERA PAQUETE,58.0,0.0,0.0,0,
47,Abarrotes,6971087040200,Toalla Humeda family Azul ( Extra Larga),75.0,0.0,0.0,0,
47,Abarrotes,6971138831597,Caramelo chupeta Dientes,4.08,48.0,48.0,48.0,
47,Abarrotes,6971231110186,PINTURA DE UÑAS M&A,30.0,0.0,0.0,0,
47,Abarrotes,6971296522153,paleta sabor coca cola,130.0,0.0,0.0,0,
47,Abarrotes,6971523232564,Paleta Ice Cream con tronador,4.17,0.0,0.0,0,
47,Abarrotes,6971867377359,shampoo tinte color black AI BEAUTY,150.0,0.0,0.0,0,
47,Abarrotes,6972254765014,BROCHA PARA CEJA RUBYFACE,30.0,0.0,0.0,0,
47,Abarrotes,6972539101883,TERMO ROSADO,125.0,0.0,0.0,0,
47,Abarrotes,6972539102675,BOMBA NARANJA,185.0,0.0,0.0,0,
47,Abarrotes,6972539102811,SHAMPUCERAS,100.0,0.0,0.0,0,
47,Abarrotes,6972539103566,CHIMBOMBA BAILOON,135.0,1.0,1.0,1.0,
47,Abarrotes,6972539109360,PACHA BABY 280 ML,80.0,0.0,0.0,0,
47,Abarrotes,6972539109636,PALA Y ESCOBA CELESTE,120.0,0.0,0.0,0,
47,Abarrotes,6972539110502,TERMO VACUUM FLASK (0.45),180.0,0.0,0.0,0,
47,Abarrotes,6972539113015,CUCHARAS DE MADERA,30.0,1.0,1.0,1.0,
47,Abarrotes,6972539116399,Set de pachas,380.0,0.0,0.0,0,
47,Abarrotes,6972539118539,TRUK Super,600.0,0.0,0.0,0,
47,Abarrotes,6972541654254,SET de pinza Ruby face,30.0,0.0,0.0,0,
47,Abarrotes,6972547650366,SET DE BROCHAS beja cosmetics,110.0,0.0,0.0,0,
47,Abarrotes,6972547656016,SET DE ESPONJA DE MAQUILLAJE,95.0,0.0,0.0,0,
47,Abarrotes,6972732503132,Set Arreglos Cumpleaños,350.0,1.0,1.0,1.0,
47,Abarrotes,6972785410074,Bolsa de regalo DEWEN med,40.0,1.0,1.0,1.0,
47,Abarrotes,6972841050367,Isopo vaso 100 pcs,25.0,6.0,6.0,6.0,
48,Abarrotes,6972841051043,Hisopos HUARUI,18.0,0.0,0.0,0,
48,Abarrotes,6973343186530,Polvo compacto yh Beja,75.0,0.0,0.0,0,
48,Abarrotes,6975290534648,BLUMER COTTON,50.0,0.0,0.0,0,
48,Abarrotes,6976175242016,Blumer Hot Love,65.0,2.0,2.0,2.0,
48,Abarrotes,6976619600044,Lapiz Unicornio,25.0,1.0,1.0,1.0,
48,Abarrotes,6976685700150,Chicles Tattoo bolsa 150 und,125.0,0.0,0.0,0,
48,Abarrotes,6977904321828,ARROCERA MASTER-SONIC,1200.0,0.0,0.0,0,
48,Abarrotes,6978255648862,Percoladora Milenium,400.0,0.0,0.0,0,
48,Abarrotes,6981364846951,Candy shop,85.0,2.0,2.0,2.0,
48,Abarrotes,6982515458252,ALFILERES APPLE,15.0,0.0,0.0,0,
48,Abarrotes,6983456333127,SET DE COSTURA,60.0,0.0,0.0,0,
48,Abarrotes,6985161500485,Caramelo Soft Candy,3.83,87.0,87.0,87.0,
48,Abarrotes,6985202039215,ENVASE PARA SALSA,38.0,0.0,0.0,0,
48,Abarrotes,6985253576523,BORRADORES STICH,30.0,0.0,0.0,0,
48,Abarrotes,6985887923762,Lip-Gloss,25.0,0.0,0.0,0,
48,Abarrotes,698658858854,SET DE BROCHAS YH BEAUTY,80.0,0.0,0.0,0,
48,Abarrotes,6987889718124,ESPONJA LIUBEAUTY,45.0,1.0,1.0,1.0,
